id_estudiante,edad,grado,promedio_matematica,promedio_comunicacion,promedio_ciencias,promedio_general,num_cursos_desaprobados,porcentaje_asistencia,num_tardanzas,num_inasistencias_injustificadas,tendencia_notas,participacion_clase,entrega_tareas,repitio_grado,horas_estudio_semanal,target
3861,14.0,2,8.59,10.43,10.53,8.78,2,81.5,7,4,Estable,Baja,78.1,1,,Necesita_reforzamiento
2578,15.0,3,5.05,11.14,6.49,8.21,5,72.7,6,5,Empeorando,Baja,,0,4.9,Suspendido
3574,17.0,5,10.71,4.59,7.63,8.32,2,77.4,10,10,Estable,Media,72.0,0,9.6,Suspendido
2836,15.0,3,15.6,14.55,20.0,17.07,0,100.0,0,0,Mejorando,Media,89.2,0,4.8,Continua_estudiando
2389,13.0,1,9.06,8.5,10.12,9.0,3,51.6,11,10,Empeorando,Baja,27.6,0,1.2,Suspendido
1991,12.0,1,6.07,12.01,11.86,9.31,4,65.1,12,5,Mejorando,Baja,72.3,0,6.7,Necesita_reforzamiento
1360,17.0,5,10.36,7.16,13.08,10.61,4,84.9,6,7,Estable,Media,69.8,0,10.3,Necesita_reforzamiento
2783,16.0,5,12.81,8.87,13.62,10.99,7,68.7,3,5,,Media,70.0,0,8.9,Continua_estudiando
2370,12.0,1,14.86,14.92,17.09,15.34,0,,0,0,Mejorando,Alta,91.4,0,12.3,Continua_estudiando
3734,30.0,4,14.88,12.84,14.55,14.62,1,76.7,2,5,Mejorando,Alta,77.6,1,8.6,Continua_estudiando
2548,16.0,5,14.0,9.12,10.41,11.27,3,72.5,6,7,Mejorando,Baja,,0,10.7,Necesita_reforzamiento
3309,16.0,5,8.95,11.03,9.0,10.08,0,85.7,4,2,Empeorando,Alta,84.5,0,7.3,Necesita_reforzamiento
3162,16.0,5,13.34,16.59,16.27,15.67,1,86.9,1,1,,Alta,70.8,0,11.1,Continua_estudiando
1402,13.0,2,7.55,5.44,8.74,7.52,4,83.0,5,5,Estable,Baja,64.3,0,9.1,Suspendido
3164,16.0,5,13.16,9.93,12.44,11.73,0,69.2,6,9,Empeorando,Baja,53.9,0,2.7,Necesita_reforzamiento
3296,13.0,1,20.0,17.26,17.94,18.33,4,80.8,3,0,Estable,Alta,77.6,0,7.0,Continua_estudiando
3689,12.0,1,13.63,20.0,17.63,16.66,2,85.3,2,0,Mejorando,Media,91.1,0,12.2,Continua_estudiando
3671,13.0,2,10.96,12.84,7.81,10.44,0,61.5,6,7,Mejorando,Baja,23.7,1,4.3,Necesita_reforzamiento
2684,16.0,4,14.76,17.4,18.91,16.29,0,95.1,1,0,Mejorando,Media,97.5,0,16.3,Continua_estudiando
2758,15.0,4,8.34,8.26,,8.38,5,68.3,8,9,Empeorando,Baja,43.4,1,2.3,Suspendido
2287,14.0,2,18.2,14.46,18.53,16.13,0,97.7,2,3,Mejorando,Alta,89.0,0,,Continua_estudiando
1568,15.0,3,13.59,12.97,16.85,14.56,0,89.5,2,2,Mejorando,Alta,92.0,0,4.9,Continua_estudiando
1505,13.0,2,13.07,7.71,13.27,11.17,0,60.5,6,7,Mejorando,Alta,59.2,0,7.6,Necesita_reforzamiento
3052,13.0,2,20.0,20.0,18.75,20.0,0,100.0,2,0,Mejorando,Alta,74.8,0,10.0,Continua_estudiando
1351,13.0,1,5.49,7.92,8.45,7.12,3,62.6,7,17,Estable,Baja,34.7,1,,Necesita_reforzamiento
1895,16.0,5,13.56,11.6,14.1,13.55,1,81.4,10,6,Estable,Alta,68.5,1,4.6,Necesita_reforzamiento
1085,14.0,3,16.94,11.66,15.42,15.61,1,96.1,2,1,Empeorando,Media,95.8,0,4.6,Continua_estudiando
1881,16.0,4,7.75,11.54,16.73,12.06,5,66.8,8,5,Mejorando,Media,58.6,0,0.2,Necesita_reforzamiento
3306,12.0,1,15.51,18.11,15.84,16.76,0,89.1,1,1,Mejorando,Alta,86.1,0,2.3,Continua_estudiando
1166,12.0,1,17.99,13.86,10.03,13.26,2,89.7,8,5,Estable,Media,48.4,1,9.9,Continua_estudiando
3848,13.0,1,16.28,11.73,14.63,14.09,0,81.6,2,1,Mejorando,Alta,80.0,0,13.1,Continua_estudiando
2363,14.0,2,6.5,7.39,9.84,7.34,2,70.2,4,8,Mejorando,Media,65.5,0,8.4,Necesita_reforzamiento
2379,17.0,5,14.25,10.01,17.58,14.88,3,79.6,5,2,Estable,Baja,59.3,0,0.2,Necesita_reforzamiento
2857,12.0,1,15.6,17.71,12.72,15.11,0,80.3,3,0,Mejorando,Alta,76.4,0,10.3,Continua_estudiando
2090,16.0,5,18.18,11.1,11.04,13.64,4,79.4,7,4,Estable,Baja,86.8,0,15.0,Necesita_reforzamiento
3031,16.0,4,14.98,16.34,17.61,16.81,0,94.4,5,0,Mejorando,Alta,,0,18.7,Continua_estudiando
1023,13.0,1,14.03,9.81,7.29,10.71,4,65.8,5,10,Empeorando,Baja,61.3,0,1.5,Suspendido
1178,16.0,5,6.1,8.29,7.45,7.08,1,57.7,10,8,Estable,Baja,48.6,1,6.0,Suspendido
2473,12.0,1,13.11,14.89,10.08,12.75,2,67.0,4,8,Estable,Baja,75.3,0,9.6,Continua_estudiando
1882,16.0,4,7.32,9.6,10.73,8.47,1,79.1,10,8,Empeorando,Baja,44.7,0,6.8,Necesita_reforzamiento
2569,14.0,2,4.89,10.47,7.56,7.47,4,63.3,10,5,Empeorando,Media,56.3,0,8.0,Necesita_reforzamiento
3152,16.0,4,13.88,14.05,17.51,14.53,2,88.3,2,3,Mejorando,Media,81.6,0,7.7,Continua_estudiando
1160,13.0,1,7.03,11.86,9.55,9.44,4,71.3,6,10,Empeorando,Baja,43.6,0,4.3,Necesita_reforzamiento
1794,17.0,5,18.29,14.56,14.64,16.24,2,87.0,2,2,Mejorando,Media,87.9,1,12.4,Continua_estudiando
3209,14.0,3,18.77,15.63,15.8,16.11,0,98.8,0,0,Estable,Alta,79.2,0,7.3,Continua_estudiando
1034,16.0,4,10.91,11.05,13.1,11.9,2,79.0,5,2,Estable,Media,78.7,0,8.2,Continua_estudiando
1457,13.0,2,5.18,8.75,7.81,7.67,1,81.0,6,9,,Baja,52.6,0,5.0,Suspendido
3171,13.0,2,11.69,8.02,16.03,12.06,3,80.2,12,5,Estable,Alta,68.7,0,10.7,Necesita_reforzamiento
2496,13.0,1,9.74,7.48,13.9,11.07,1,67.5,5,5,Estable,Media,63.8,0,8.6,Necesita_reforzamiento
3385,13.0,2,12.23,17.69,12.29,13.34,2,67.8,2,4,Empeorando,Media,79.4,0,11.2,Continua_estudiando
1003,16.0,4,11.43,13.35,11.22,11.5,1,71.1,2,4,Estable,Media,,0,15.0,Suspendido
2931,13.0,1,9.53,12.98,12.12,11.18,4,73.5,9,8,Estable,Baja,58.7,1,3.8,Necesita_reforzamiento
1551,16.0,4,8.55,8.18,12.7,10.26,2,69.1,10,5,Estable,Media,43.7,1,5.1,Necesita_reforzamiento
2419,13.0,1,13.11,9.64,6.23,10.21,1,78.2,2,9,Empeorando,Baja,55.2,1,7.3,Suspendido
2395,17.0,5,3.45,4.12,6.9,4.86,2,64.7,8,6,Empeorando,Media,44.4,0,7.4,Suspendido
1512,17.0,5,5.56,7.81,4.37,5.41,9,74.6,12,9,Empeorando,Media,7.7,1,,Suspendido
1300,12.0,1,14.51,11.78,11.99,13.16,1,89.2,3,5,Empeorando,Media,76.1,1,10.5,Necesita_reforzamiento
2233,12.0,1,20.0,13.63,13.99,16.33,0,82.2,0,0,,Alta,67.2,0,,Continua_estudiando
1238,12.0,1,9.88,9.91,13.47,10.63,2,79.4,5,5,Empeorando,Baja,65.9,0,0.9,Necesita_reforzamiento
3482,17.0,5,12.3,13.94,8.26,11.93,2,84.8,5,6,Empeorando,Media,61.4,0,6.8,Continua_estudiando
2980,16.0,5,12.14,17.29,18.93,15.98,2,71.5,1,2,Mejorando,Alta,64.6,0,14.9,Continua_estudiando
1496,12.0,1,6.6,8.61,7.39,6.86,3,72.0,10,12,Estable,Baja,49.5,0,3.9,Necesita_reforzamiento
2606,15.0,4,18.89,16.49,14.14,16.07,0,77.8,1,0,Mejorando,Media,93.2,0,12.2,Continua_estudiando
3769,14.0,3,8.91,7.43,11.48,9.05,8,44.2,5,18,Empeorando,Baja,,1,4.7,Suspendido
1218,12.0,1,19.8,11.98,13.72,15.47,1,88.5,3,1,Mejorando,Alta,67.1,0,13.4,Continua_estudiando
3403,13.0,2,7.6,14.77,10.69,12.11,2,70.0,2,5,Mejorando,Media,60.8,0,4.5,Necesita_reforzamiento
2882,14.0,2,7.72,12.04,14.16,12.14,3,66.9,5,5,Estable,Media,44.2,0,5.4,Necesita_reforzamiento
1028,15.0,4,19.66,20.0,17.3,18.42,0,79.4,1,0,Mejorando,Media,100.0,0,13.0,Continua_estudiando
2063,13.0,1,16.82,19.8,15.76,17.85,0,96.5,1,1,Mejorando,Alta,82.7,1,8.8,Continua_estudiando
2990,16.0,4,17.0,15.52,16.43,16.27,0,75.9,4,5,Mejorando,Alta,,0,7.4,Continua_estudiando
1938,14.0,2,10.87,15.59,19.42,15.09,1,77.3,4,2,Mejorando,Alta,82.9,0,11.4,Continua_estudiando
3944,12.0,1,16.51,17.16,19.27,17.57,1,83.9,4,2,Mejorando,Alta,,1,10.3,Continua_estudiando
1153,12.0,1,12.7,14.14,17.87,14.99,2,87.0,2,2,Estable,Media,73.3,0,12.1,Continua_estudiando
1887,14.0,2,17.95,15.62,12.46,15.55,0,92.8,2,0,Mejorando,Media,91.6,0,8.3,Continua_estudiando
1897,12.0,1,17.14,16.75,20.0,16.97,0,94.8,3,0,Mejorando,Media,77.5,0,13.0,Continua_estudiando
3623,15.0,4,17.8,13.94,12.32,15.28,0,79.6,3,5,Estable,Alta,77.7,0,12.7,Continua_estudiando
2025,17.0,5,9.66,9.92,10.73,10.03,6,69.7,4,5,,Media,51.9,0,8.4,Necesita_reforzamiento
2782,14.0,3,10.89,15.23,15.63,14.08,4,72.4,7,4,Estable,Baja,,0,14.4,Necesita_reforzamiento
2838,16.0,4,13.53,8.58,13.89,11.37,2,,7,10,Estable,Media,56.0,0,7.4,Necesita_reforzamiento
1693,16.0,4,10.92,13.03,11.98,11.63,2,62.9,4,9,Estable,Alta,,0,12.9,Continua_estudiando
3965,15.0,4,13.77,15.3,12.95,13.65,1,86.4,2,5,Estable,Alta,62.0,0,8.8,Continua_estudiando
2715,13.0,2,18.43,18.51,15.07,17.51,1,,1,3,Mejorando,Media,85.4,0,12.5,Continua_estudiando
2338,13.0,1,7.65,12.82,16.89,12.28,2,76.6,0,4,,Baja,47.3,0,8.5,Necesita_reforzamiento
1958,13.0,1,13.81,10.14,16.76,13.77,2,79.4,2,4,Mejorando,Media,62.1,0,10.9,Necesita_reforzamiento
1291,17.0,5,11.4,10.51,11.76,11.6,2,68.4,2,6,Estable,Media,55.6,0,,Suspendido
2771,13.0,2,8.4,12.58,10.24,11.79,1,69.7,4,6,Estable,Alta,64.8,0,11.8,Necesita_reforzamiento
3548,13.0,1,12.21,14.72,10.39,12.35,3,82.4,4,8,Estable,Alta,85.2,0,7.6,Continua_estudiando
1447,14.0,3,5.75,11.35,6.51,8.89,2,75.9,5,9,Empeorando,Baja,44.1,0,4.7,Suspendido
1544,15.0,4,7.82,11.19,10.21,9.62,0,80.5,4,7,Mejorando,Baja,73.8,0,9.3,Suspendido
2365,14.0,2,16.04,13.1,19.45,16.23,0,79.2,5,3,Estable,Alta,75.9,1,,Necesita_reforzamiento
1206,14.0,2,8.0,9.25,11.25,9.57,0,92.9,2,3,Mejorando,Alta,77.7,0,9.0,Continua_estudiando
2655,17.0,5,6.38,5.59,,7.66,2,63.6,11,10,Estable,Baja,,1,5.7,Suspendido
3829,12.0,1,4.95,11.24,3.59,6.53,2,58.1,6,6,Empeorando,Baja,34.6,0,1.7,Suspendido
3888,13.0,1,6.23,7.2,10.95,8.97,4,71.8,5,6,Empeorando,Baja,,1,1.2,Suspendido
3596,17.0,5,11.11,8.83,8.9,9.92,1,66.0,11,14,Empeorando,Media,56.9,0,5.6,Suspendido
2704,16.0,5,18.74,20.0,15.84,17.41,0,91.5,3,2,Mejorando,Media,100.0,0,11.5,Necesita_reforzamiento
1019,16.0,4,7.67,9.64,1.85,5.41,3,58.0,7,9,Estable,Media,48.1,1,3.2,Suspendido
3521,13.0,1,20.0,20.0,18.38,18.86,0,82.0,0,0,Mejorando,Alta,64.5,0,15.6,Continua_estudiando
3068,12.0,1,4.6,9.93,9.08,7.75,1,61.3,7,6,Empeorando,Media,63.0,0,3.3,Suspendido
2700,13.0,1,11.62,15.68,12.5,12.87,0,76.7,6,2,Empeorando,Baja,56.9,0,1.8,Necesita_reforzamiento
1789,15.0,4,15.78,11.58,12.53,12.97,3,72.9,7,5,Empeorando,Media,56.7,0,8.0,Necesita_reforzamiento
1653,13.0,1,7.99,7.29,4.6,6.41,1,60.1,7,7,Empeorando,Baja,32.4,0,6.1,Necesita_reforzamiento
2445,13.0,1,15.43,17.33,14.76,15.02,1,84.0,2,2,Estable,Alta,100.0,0,14.3,Continua_estudiando
1012,13.0,1,4.66,4.48,6.83,5.56,1,61.1,6,11,Empeorando,Baja,50.4,0,,Suspendido
1260,16.0,4,12.27,11.45,9.57,11.9,4,80.0,11,5,Estable,Alta,40.6,0,13.7,Necesita_reforzamiento
3433,12.0,1,4.37,7.47,9.31,6.68,3,61.4,9,4,Empeorando,Media,41.2,0,6.7,Necesita_reforzamiento
3140,15.0,4,3.8,6.64,6.32,6.1,2,52.0,14,12,Empeorando,Baja,25.6,0,3.1,Suspendido
2870,12.0,1,5.38,8.34,9.38,8.44,2,71.8,7,10,Empeorando,Baja,27.8,0,,Suspendido
1923,16.0,5,17.28,15.17,12.79,15.26,1,73.9,1,1,Mejorando,Alta,66.4,1,11.3,Necesita_reforzamiento
2059,12.0,1,15.44,11.8,12.93,13.65,3,82.8,3,1,Empeorando,Baja,52.9,0,11.9,Necesita_reforzamiento
2787,17.0,5,14.38,14.0,19.64,15.95,1,96.8,0,1,Mejorando,Alta,83.4,0,5.0,Continua_estudiando
2566,14.0,2,10.97,12.1,16.4,13.68,2,77.2,3,6,Empeorando,Baja,50.7,0,10.8,Necesita_reforzamiento
3055,16.0,5,16.94,12.94,15.05,14.62,0,97.9,4,3,Mejorando,Alta,62.7,0,8.1,Continua_estudiando
1741,14.0,2,20.0,18.69,16.64,18.54,0,89.3,1,0,Mejorando,Alta,93.5,0,9.4,Continua_estudiando
3584,15.0,4,14.04,15.17,15.61,14.22,1,91.0,1,1,Mejorando,Media,85.1,0,,Continua_estudiando
2479,14.0,2,11.19,8.5,9.85,10.01,2,91.7,8,5,Mejorando,Media,66.6,0,6.6,Necesita_reforzamiento
2912,13.0,2,12.34,17.27,18.99,15.7,0,94.0,2,1,Mejorando,Alta,78.6,0,11.1,Continua_estudiando
3369,16.0,4,16.15,15.01,20.0,16.43,0,98.8,2,4,,Media,69.1,0,13.5,Continua_estudiando
2271,15.0,4,3.49,2.39,6.71,3.59,6,72.5,10,6,Empeorando,Baja,26.9,1,2.2,Suspendido
2286,15.0,4,8.55,9.95,3.69,7.47,6,69.1,3,15,,Baja,44.9,0,0.0,Suspendido
3407,14.0,3,7.67,5.79,11.26,9.2,3,64.3,5,4,Empeorando,Baja,43.5,0,2.4,Necesita_reforzamiento
3653,12.0,1,8.56,4.53,6.93,6.13,4,65.9,13,5,Estable,Baja,50.1,0,0.0,Suspendido
2671,13.0,2,12.37,16.5,11.18,13.32,3,73.1,4,5,Mejorando,Alta,82.9,0,4.4,Continua_estudiando
3850,15.0,3,16.38,17.77,19.74,18.35,0,96.4,2,0,Mejorando,Alta,90.9,0,14.2,Continua_estudiando
2653,16.0,4,11.8,16.89,12.29,13.0,0,89.0,3,6,Estable,Alta,92.8,0,13.9,Continua_estudiando
3495,17.0,5,6.08,10.41,4.32,7.1,2,78.1,12,6,Empeorando,Media,23.6,0,9.8,Suspendido
3492,12.0,1,8.84,12.63,8.59,10.02,3,58.2,3,6,Empeorando,Baja,62.1,0,,Necesita_reforzamiento
3310,13.0,2,4.51,6.46,2.79,4.04,3,54.4,14,10,Empeorando,Media,39.7,0,7.6,Suspendido
3664,15.0,3,16.21,17.41,15.89,16.37,1,100.0,4,4,Mejorando,Alta,87.3,0,11.1,Continua_estudiando
1418,16.0,5,6.84,15.61,10.53,11.03,5,63.9,5,8,Empeorando,Media,70.9,1,3.9,Necesita_reforzamiento
1970,15.0,3,14.5,17.87,20.0,16.8,0,100.0,2,0,Mejorando,Alta,63.9,0,10.3,Continua_estudiando
1962,17.0,5,9.96,9.59,10.44,8.9,2,75.0,8,7,Estable,Media,59.7,1,7.2,Necesita_reforzamiento
3438,16.0,4,3.44,5.57,8.25,5.63,2,63.7,4,4,Estable,Baja,47.1,1,7.6,Necesita_reforzamiento
2678,15.0,4,12.51,12.86,11.3,12.19,5,85.5,10,10,Mejorando,Baja,70.3,0,14.3,Necesita_reforzamiento
3001,17.0,5,8.64,8.89,9.27,9.93,5,66.2,8,7,Empeorando,Media,39.4,1,9.6,Suspendido
2053,16.0,5,15.45,16.29,18.78,16.2,1,97.2,2,2,Estable,Media,71.0,0,6.8,Continua_estudiando
3177,13.0,1,12.7,11.52,9.41,11.77,6,82.5,4,4,Mejorando,Baja,62.9,1,5.9,Necesita_reforzamiento
4000,16.0,5,15.53,17.95,17.87,17.01,0,99.8,4,2,,Media,79.1,0,9.3,Continua_estudiando
3220,14.0,3,19.1,14.77,11.86,15.74,0,90.5,1,2,Estable,Alta,82.9,0,10.6,Continua_estudiando
1438,13.0,1,11.69,15.87,13.23,13.44,1,62.4,4,3,Estable,Media,,0,11.0,Necesita_reforzamiento
2852,17.0,5,8.82,9.23,9.37,9.54,4,71.3,7,13,Empeorando,Baja,44.1,1,6.1,Suspendido
2505,16.0,4,7.33,4.22,4.85,5.69,5,47.2,15,7,Empeorando,Baja,72.6,0,0.0,Suspendido
1076,16.0,5,15.91,17.4,13.52,16.1,0,74.2,3,1,Estable,Alta,88.2,0,9.9,Continua_estudiando
3679,14.0,2,14.04,13.84,18.5,15.51,5,82.0,3,2,Empeorando,Media,63.9,0,8.4,Necesita_reforzamiento
2925,14.0,2,18.67,12.61,13.02,14.27,1,73.2,1,3,Mejorando,Media,84.6,0,9.6,Continua_estudiando
1041,15.0,3,14.95,11.61,16.82,13.57,3,67.0,7,1,Estable,Alta,78.6,0,12.9,Necesita_reforzamiento
2587,15.0,4,18.68,20.0,13.64,17.41,0,87.1,1,0,Estable,Alta,100.0,0,12.1,Continua_estudiando
1587,13.0,1,19.62,13.97,14.13,15.45,2,77.5,7,1,Mejorando,Alta,53.5,0,14.8,Continua_estudiando
1135,15.0,3,10.87,9.84,12.94,11.54,0,77.2,10,7,Mejorando,Baja,65.3,0,1.9,Necesita_reforzamiento
2614,13.0,2,20.0,16.51,18.24,18.7,0,89.9,2,0,Estable,Alta,81.2,0,11.6,Continua_estudiando
1892,14.0,3,12.74,5.54,11.21,10.42,5,63.7,8,8,Empeorando,Baja,51.9,0,9.0,Suspendido
3923,13.0,2,17.38,20.0,15.61,17.43,1,81.4,2,0,Mejorando,Alta,,0,10.5,Continua_estudiando
2511,14.0,3,18.12,19.43,19.27,18.87,0,85.4,1,0,Mejorando,Alta,77.7,0,14.8,Continua_estudiando
3274,16.0,4,11.47,8.81,10.87,10.18,3,79.8,7,8,Estable,Baja,59.2,1,9.4,Suspendido
2315,13.0,2,13.45,12.74,10.39,11.96,0,100.0,7,3,Mejorando,Alta,79.4,0,9.9,Continua_estudiando
1971,14.0,3,14.39,14.67,16.25,15.29,1,100.0,3,2,Mejorando,Alta,99.5,0,0.0,Continua_estudiando
1334,13.0,1,10.1,8.98,10.94,9.99,2,84.0,7,6,Empeorando,Media,81.7,0,4.5,Suspendido
3640,16.0,5,17.9,20.0,18.08,18.8,0,88.6,1,0,Mejorando,Alta,100.0,0,12.5,Continua_estudiando
1650,12.0,1,8.39,17.49,11.38,12.19,1,76.9,4,3,Mejorando,Alta,86.3,0,9.2,Continua_estudiando
3713,15.0,4,18.02,17.6,16.99,17.2,0,94.4,0,0,Mejorando,Alta,97.5,0,11.4,Continua_estudiando
2615,13.0,1,6.69,5.51,5.28,5.4,6,60.4,5,9,Estable,Baja,14.3,0,2.1,Suspendido
3253,16.0,5,13.93,13.73,13.76,13.08,1,78.8,4,2,,Alta,100.0,0,3.2,Continua_estudiando
3439,15.0,4,7.74,6.42,13.32,8.77,3,74.4,3,6,Empeorando,Media,57.0,0,5.6,Necesita_reforzamiento
1762,14.0,3,13.77,16.63,13.42,15.23,1,78.7,4,3,Estable,Alta,48.8,0,14.2,Continua_estudiando
2482,16.0,4,14.68,15.83,17.35,15.54,0,77.2,1,0,Estable,Alta,75.7,0,9.1,Continua_estudiando
2276,16.0,4,15.66,18.06,15.09,16.52,2,86.1,3,4,Mejorando,Media,88.3,0,10.9,Continua_estudiando
1527,14.0,3,2.56,4.48,8.7,6.11,2,58.3,8,7,Empeorando,Media,47.0,0,6.6,Suspendido
1528,15.0,4,10.01,6.93,9.19,8.47,5,68.3,4,8,Empeorando,Baja,60.5,1,9.2,Suspendido
2567,13.0,2,19.05,15.05,16.32,17.72,0,88.6,3,2,,Alta,97.9,0,,Continua_estudiando
3327,14.0,2,12.29,17.63,13.94,14.9,0,76.6,3,3,Mejorando,Media,90.3,0,7.5,Continua_estudiando
2538,16.0,4,7.26,10.31,11.18,9.45,2,80.1,9,4,Empeorando,Media,62.9,1,4.3,Necesita_reforzamiento
1848,15.0,3,10.18,16.5,16.44,14.47,0,84.4,6,6,Mejorando,Baja,48.7,0,4.3,Necesita_reforzamiento
2901,13.0,2,13.73,14.1,10.53,12.44,2,69.7,5,5,Estable,Baja,75.9,0,5.6,Necesita_reforzamiento
3188,13.0,1,13.9,11.12,17.35,14.86,2,89.0,5,6,Mejorando,Media,45.1,0,7.2,Necesita_reforzamiento
3810,15.0,3,14.43,10.35,14.91,12.85,1,84.8,3,3,Mejorando,Alta,81.7,0,10.2,Continua_estudiando
2642,17.0,5,16.45,12.91,18.38,15.82,1,94.8,10,3,Estable,Alta,71.4,0,6.3,Continua_estudiando
3311,12.0,1,6.45,5.1,6.61,6.08,3,64.1,5,10,Estable,Media,,0,0.0,Suspendido
1536,15.0,3,15.25,14.73,10.48,12.6,3,75.1,4,2,Empeorando,Media,84.6,0,12.0,Continua_estudiando
3972,14.0,2,8.79,7.32,4.38,7.03,4,62.4,8,10,Estable,Baja,37.1,0,14.5,Necesita_reforzamiento
2023,12.0,1,8.79,14.95,14.37,12.95,2,75.1,2,10,Empeorando,Baja,59.2,0,5.9,Suspendido
3325,16.0,5,10.27,17.0,19.83,16.21,0,92.7,0,0,Mejorando,Alta,100.0,0,14.2,Continua_estudiando
3816,16.0,4,12.61,15.44,13.64,13.85,2,87.9,3,4,Empeorando,Alta,61.2,0,10.0,Necesita_reforzamiento
2641,17.0,5,11.08,8.83,8.18,8.97,1,60.6,1,3,Empeorando,Baja,57.4,1,8.5,Necesita_reforzamiento
3875,15.0,4,19.8,16.69,17.64,17.94,1,96.6,6,0,Mejorando,Alta,94.2,0,6.4,Continua_estudiando
2739,16.0,4,11.96,11.97,,11.27,4,77.0,4,0,,Media,82.2,0,7.6,Necesita_reforzamiento
2373,15.0,3,12.72,15.3,14.09,12.96,2,62.6,8,6,Estable,Alta,75.9,0,,Necesita_reforzamiento
1407,15.0,3,15.89,13.41,20.0,15.77,0,93.1,1,0,Mejorando,Media,100.0,0,9.3,Continua_estudiando
2144,12.0,1,14.43,10.27,11.06,12.64,2,77.1,0,7,Empeorando,Media,47.4,0,2.0,Suspendido
2779,17.0,5,17.33,15.7,18.31,17.94,2,85.2,3,1,Mejorando,Alta,77.1,0,7.2,Continua_estudiando
1099,13.0,2,19.28,12.59,14.25,14.69,0,79.8,3,4,Mejorando,Alta,71.8,0,10.7,Continua_estudiando
3088,16.0,4,19.83,15.26,13.78,16.55,0,97.2,2,4,Mejorando,Alta,82.7,0,7.4,Continua_estudiando
1086,17.0,5,17.3,16.25,12.44,15.25,0,96.1,4,2,Mejorando,Alta,74.0,0,12.3,Continua_estudiando
1338,13.0,1,13.96,4.97,13.55,10.07,4,55.9,7,7,Empeorando,Baja,43.0,0,4.1,Necesita_reforzamiento
2660,17.0,5,16.84,9.26,16.18,13.9,0,92.5,3,1,,Alta,82.1,0,8.0,Continua_estudiando
3471,14.0,3,8.94,12.11,15.16,11.83,4,75.2,5,7,Estable,Media,64.5,0,9.1,Necesita_reforzamiento
2503,15.0,4,18.06,17.53,14.94,16.21,1,81.1,6,1,Mejorando,Media,80.6,0,8.5,Continua_estudiando
3083,14.0,3,7.31,12.53,11.57,10.45,2,70.4,5,6,Empeorando,Media,79.0,0,16.3,Necesita_reforzamiento
2089,14.0,3,3.82,8.75,9.58,7.8,3,68.1,8,5,Estable,Baja,62.0,0,12.9,Necesita_reforzamiento
3778,16.0,5,2.65,14.27,9.99,9.28,5,86.5,3,8,Estable,Media,46.4,0,14.7,Necesita_reforzamiento
1029,15.0,4,17.11,13.53,11.98,14.4,3,85.3,1,2,Mejorando,Alta,84.8,1,14.3,Continua_estudiando
2464,17.0,5,15.06,12.85,17.85,14.78,1,,2,3,Mejorando,Alta,100.0,0,11.3,Continua_estudiando
1796,14.0,3,15.42,15.5,13.3,14.61,2,92.4,2,4,Mejorando,Alta,78.2,0,8.2,Continua_estudiando
1175,13.0,1,16.77,13.95,17.51,16.4,1,90.2,7,2,Mejorando,Alta,100.0,0,9.3,Continua_estudiando
3738,13.0,1,10.72,12.25,14.94,12.51,0,67.2,6,3,Mejorando,Media,74.5,1,1.8,Necesita_reforzamiento
1446,13.0,2,11.13,14.08,14.07,13.67,2,73.0,5,4,Estable,Alta,,0,8.4,Necesita_reforzamiento
3906,13.0,2,14.1,10.16,8.95,11.59,2,78.3,4,2,Empeorando,Media,70.2,0,6.1,Necesita_reforzamiento
3225,13.0,2,5.88,10.53,10.01,8.91,5,43.9,8,10,Estable,Baja,34.0,0,2.6,Suspendido
2260,14.0,3,3.41,7.13,8.96,6.8,4,66.4,8,14,Estable,Baja,24.9,0,0.9,Suspendido
1372,13.0,1,11.83,10.4,10.03,10.55,2,57.4,4,4,Empeorando,Baja,59.4,1,0.6,Continua_estudiando
3141,13.0,1,7.14,6.65,9.24,8.04,3,70.6,6,7,Empeorando,Media,44.6,0,10.7,Suspendido
1676,17.0,5,12.62,16.35,9.8,12.11,0,82.6,1,5,Mejorando,Media,83.2,0,9.5,Continua_estudiando
1357,14.0,2,13.77,13.57,12.65,13.1,0,82.7,2,6,Empeorando,Alta,64.0,0,5.6,Necesita_reforzamiento
1379,13.0,2,14.38,13.86,13.91,13.82,2,84.8,4,4,Mejorando,Media,87.9,0,13.6,Continua_estudiando
3777,15.0,3,10.77,9.77,9.23,10.01,3,79.4,6,2,Estable,Media,93.4,0,,Necesita_reforzamiento
2679,16.0,5,5.46,6.72,3.61,6.23,2,47.0,6,7,Empeorando,Baja,62.3,0,4.6,Suspendido
3485,12.0,1,5.36,4.73,,5.29,4,49.0,10,16,Empeorando,Media,,0,2.0,Suspendido
3459,16.0,5,18.51,20.0,18.1,19.34,0,92.9,1,0,Mejorando,Alta,100.0,0,9.0,Continua_estudiando
1929,14.0,2,9.92,11.2,10.66,11.11,1,71.8,3,8,Empeorando,Baja,60.3,0,4.6,Necesita_reforzamiento
3173,13.0,1,12.57,12.31,12.38,11.8,2,85.4,4,2,Estable,Alta,57.8,0,6.4,Necesita_reforzamiento
1314,16.0,5,19.64,19.42,14.26,17.79,0,100.0,2,0,Mejorando,Alta,98.3,0,13.8,Continua_estudiando
2611,16.0,5,14.03,16.5,20.0,16.64,0,100.0,2,0,Mejorando,Alta,76.0,1,17.4,Continua_estudiando
